title,summary,category
"Sidorovo, Vashkinsky District, Vologda Oblast",Sidorovo Russian  is a rural locality a village in Kisnemskoye Rural Settlement Vashkinsky District Vologda Oblast Russia The population was 16 as of 2002 ,-1
Tabby-To-Kwanah,Chief TabbyToKwanah or Tabby Tabiona or Tabiuna 1789  1898 was the leader of Timpanogos when they were displaced to the Uintah and Ouray Indian Reservation He rose to power as a young man and was subchief under his cousin Chief Walkara when the Mormon pioneers first arrived in Timpanogos territory He was one of the principal clan leaders over a band in southern Utah Valley along with Chief Peteetneet and Grospene 75 He was a grandson of Turunianchi who was the leader when the Timpanogos first contacted the Europeans during the DominguezEscalante Expedition Turunianchis grandsons made up the royal line of brothers even though they were cousins referred to by Brigham Young TabbyToKwanah means Child of the Sun Tabiona Utah is named after himAfter the Mormon pioneers established Fort Utah along the Provo River in the northern part of Utah Valley there began to be significant conflict between the pioneers and the tribe that lived along the Provo River In February 1850 Brigham Young issued an extermination order of the Timpanogos in all of Utah Valley When the Mormon militia attacked the Timpanogos along the Provo River the main party fled to southern Utah Valley where Chief TabbyToKwanahs band was situated The Mormon militia then came to the Timpanogos villages along the Spanish Fork River and the Peteetneet Creek The Mormons promised to be friendly to the Timpanogos but then lined up the men to be executed in front of their families Some attempted to flee across the frozen lake but the Mormons ran after them on horseback and shot them At least eleven Timpanogos were killed 74 Altogether 102 Timpanogos were killed in the Battle at Fort Utah 76 The Timpanogos who had died were decapitated and left unburied When Chief TabbyToKwanah returned with Chief Peteetneet and Grospene they found the decapitated bodies of their band members and angrily confronted the settlers at Fort Utah 75 Chief TabbyToKwanah was instrumental in trying to establish peace between the Mormon pioneers and the Timpanogos He was one of the main chiefs that sat in peace negotiations and signed the Shoshone Goship treaty of peace in 1863 and the Spanish Fork Treaty in 1865 When Antonga Black Hawk led the Black Hawk War in Utah he led the Timpanogos who wanted peace on the Uintah and Ouray Indian Reservation While he strove to have his people follow the terms of the Spanish Fork Treaty the US government did not follow their side of the treaty partially because Brigham Young did not have authority to speak for the US government As a sign of protest he led the Timpanogos into Thistle Valley in Sanpete County to hunt and dance in the spring of 1872 This made the Americans uneasy and he was able to get the Americans to fulfill their obligations for that year  References  ,-1
L'Alqueria de la Comtessa,LAlqueria de la Comtessa Valencian pronunciation lalkeia e la komtesa is a municipality in the comarca of Safor in the Valencian Community Spain Traditionally based on agriculture the cultivated area occupies most of the communal lands In the dry part there are olive trees and carob trees In the irrigated part which occupies a more important place the cultivation of oranges is dominant  References  ,-1
Julio Gil Pecharromán,Julio Gil Pecharromn born 1955 is a Spanish historian specialising in the political history of 20thcentury Spain ,-1
Samuel Seligsohn,Samuel Seligsohn Yiddish    23 December 1814  3 October 1866 was a Prussian Hebrew poet who published the epos HaAviv Berlin 1845 Another epos on the destruction of Jerusalem and various essays by him remained in manuscript ,-1
BabyWipe,BabyWipe is a song by American rapper Ski Mask the Slump God released through SoundCloud on April 22 2017 It was released to streaming services on April 28 2017 as the lead single from his second mixtape You Will Regret 2017 The song was produced by CashMoneyAP ,-1
Achyuta Deva Raya,Achyuta Deva Raya r 1529  1542 CE was an Emperor of Vijayanagara who succeeded his older brother the Emperor Krishna Deva Raya after the latters death in 1529 CE During his reign Fernao Nuniz a Portuguese traveller chronicler and horse trader visited India and spent three years in Vijayanagara Achyutaraya patronised the Kannada poet Chatu Vittalanatha the great composer and singer Purandaradasa The Father of Carnatic music and the Sanskrit scholar Rajanatha Dindima II Upon his death the succession was disputed His son Venkata I succeeded him but ruled for a very short period and was killed in a chaotic succession dispute in which many claimants to the throne were killed The dispute ended when his nephew younger brothers son Sadasiva Raya finally became the Emperor while yet a child under the regency of Rama Raya a soninlaw of Krishnadevaraya His wifes name was probably Vasudha Devi Sadasiva Raya was probably the son of Vasudha Devis sister Hemavati and her husband Ranga Raya ,-1
Aik Hai Nigar,Aik Hai Nigar is a Pakistani television biographicaldrama film based on threestar general of Pakistan Army Nigar Johar and centers on her life and career from 1975 when Johar was young to present time The telefilm is directed by Adnan Sarwar written by Umera Ahmad and first aired on ARY Digital on 23 October 2021 The telefilm marked the Mahira Khans debut as a producer who also played the title role in the film It also stars Bilal Ashraf in his television debut as Johars husband The telefilm was wellreceived by the audience and received mixed reviews from critics ,-1
Cerberilla longibranchus,Cerberilla longibranchus is a species of sea slug an aeolid nudibranch a marine heterobranch mollusc in the family Aeolidiidae ,-1
Charles Harriott Smith,Charles Harriott Smith 17921864 was an English architect and architectural sculptor involved in several prestigious projects ranging from the National Gallery to the Houses of Parliament His iconic works include the capital of Nelsons Column supporting the statue by Edward Hodges Baily His work was influenced by Johann Joachim Winckelmann and architectural work was largely in the NeoHellenic style Despite his undisputed contribution to Londons architecture he tends to be a littleknown figure ,-1
Louis XV style,The Louis XV style or Louis Quinze  French lwi kz is a style of architecture and decorative arts which appeared during the reign of Louis XV From 1710 until about 1730 a period known as the Rgence it was largely an extension of the Louis XIV style of his greatgrandfather and predecessor Louis XIV From about 1730 until about 1750 it became more original decorative and exuberant in what was known as the Rocaille style under the influence of the Kings mistress Madame de Pompadour It marked the beginning of the European Rococo movement From 1750 until the Kings death in 1774 it became more sober ordered and began to show the influences of Neoclassicism ,-1
